,Date,SessionTime,DriverAhead,sGapToCarAhead,Time,nEngine,vCar,nGear,rThrottlePedal,pBrakeF1,Source,RelativeDistance,Status,X,Y,Z,sLap,Lap
29591,07:09.8,0 days 01:21:23.476000,63,731.4875,0 days 00:00:42.126000,11157,289,7,90,TRUE,car,0.594578765,OnTrack,-3231.531868,-4269.963344,535.672219,1949.213733,27
29592,07:09.9,0 days 01:21:23.633000,63,726.2541603,0 days 00:00:42.283000,10628.24578,267.1321161,7,39.53565257,TRUE,pos,0.598052211,OnTrack,-3371,-4295,530,1960.863661,27
29593,07:10.1,0 days 01:21:23.756000,63,722.1541667,0 days 00:00:42.406000,10214,250,7,0,TRUE,car,0.600504278,OnTrack,-3527.813083,-4317.633952,522.8370519,1969.405328,27
29594,07:10.1,0 days 01:21:23.793000,63,721.5991638,0 days 00:00:42.443000,10171.79666,244.1030944,7,0,TRUE,pos,0.601196132,OnTrack,-3567,-4323,521,1971.914165,27
29595,07:10.4,0 days 01:21:24.076000,63,717.3541667,0 days 00:00:42.726000,9849,199,6,0,TRUE,car,0.605894802,OnTrack,-3663.751844,-4333.405536,515.9327452,1987.557777,27
29596,07:10.4,0 days 01:21:24.133000,63,717.3541667,0 days 00:00:42.783000,10016.3589,193.9333163,6,0,TRUE,pos,0.606759643,OnTrack,-3681,-4335,515,1990.628387,27
29597,07:10.6,0 days 01:21:24.333000,63,717.3541667,0 days 00:00:42.983000,10603.58112,176.1555385,6,0,TRUE,pos,0.609614304,OnTrack,-3781,-4346,510,2000.414806,27
29598,07:10.7,0 days 01:21:24.436000,63,717.3541667,0 days 00:00:43.086000,10906,167,6,0,TRUE,car,0.610983971,OnTrack,-3829.834442,-4351.151243,507.6871,2005.192862,27
29599,07:10.9,0 days 01:21:24.573000,63,718.5338905,0 days 00:00:43.223000,10153.18394,152.6149798,6,0,TRUE,pos,0.612703615,OnTrack,-3887,-4357,505,2011.00071,27
29600,07:10.9,0 days 01:21:24.636000,63,719.0763889,0 days 00:00:43.286000,9807,146,4,0,TRUE,car,0.613455757,OnTrack,-3911.388512,-4359.579689,503.7964065,2013.55571,27
29601,07:11.0,0 days 01:21:24.733000,63,720.5313918,0 days 00:00:43.383000,10284.72595,139.2099866,4,0,TRUE,pos,0.614566611,OnTrack,-3949,-4364,502,2017.306645,27
29602,07:11.1,0 days 01:21:24.836000,63,722.0763889,0 days 00:00:43.486000,10792,132,2,0,TRUE,car,0.615690522,OnTrack,-3993.395727,-4370.353036,500.2046936,2021.083312,27
29603,07:11.3,0 days 01:21:25.033000,63,726.071115,0 days 00:00:43.683000,10024.68425,120.1799885,2,0,TRUE,pos,0.617693429,OnTrack,-4078,-4389,497,2027.659828,27
29604,07:11.3,0 days 01:21:25.036000,63,726.1319444,0 days 00:00:43.686000,10013,120,2,0,TRUE,car,0.617722126,OnTrack,-4079.083567,-4389.374762,496.95209,2027.759828,27
29605,07:11.7,0 days 01:21:25.413000,63,737.2325057,0 days 00:00:44.063000,10616.98572,103.5062416,2,0,TRUE,pos,0.620924485,OnTrack,-4167,-4450,492,2038.599232,27
29606,07:11.8,0 days 01:21:25.516000,63,740.2652778,0 days 00:00:44.166000,10782,99,1,0,TRUE,car,0.621744703,OnTrack,-4178.482067,-4464.584219,491.6927542,2041.431732,27
29607,07:12.0,0 days 01:21:25.716000,63,745.3763889,0 days 00:00:44.366000,10082,93,1,1,TRUE,car,0.623319196,OnTrack,-4192.606135,-4492.337819,492.0485522,2046.598398,27
29608,07:12.1,0 days 01:21:25.773000,63,746.9438932,0 days 00:00:44.423000,9860.214339,91.7570059,1,1,TRUE,pos,0.623753043,OnTrack,-4198,-4503,492,2048.051218,27
29609,07:12.3,0 days 01:21:26.013000,63,753.5438893,0 days 00:00:44.663000,8926.383122,86.52336417,1,1,TRUE,pos,0.625490495,OnTrack,-4228,-4558,491,2053.819442,27
29610,07:12.3,0 days 01:21:26.037000,63,754.2038889,0 days 00:00:44.687000,8833,86,1,1,TRUE,car,0.62565605,OnTrack,-4231.063987,-4562.932007,490.8971159,2054.392775,27
29611,07:12.6,0 days 01:21:26.273000,63,757.5472222,0 days 00:00:44.923000,8342.457143,78.41428571,1,0.157142857,TRUE,pos,0.627206133,OnTrack,-4265,-4603,490,2059.533267,27
29612,07:12.6,0 days 01:21:26.317000,63,758.1705556,0 days 00:00:44.967000,8251,77,1,0,TRUE,car,0.627481108,OnTrack,-4274.290194,-4609.879602,489.807601,2060.474378,27
29613,07:12.8,0 days 01:21:26.533000,63,760.5705556,0 days 00:00:45.183000,7837.9,71.6,1,0,TRUE,pos,0.628780839,OnTrack,-4326,-4639,489,2064.770378,27
29614,07:12.9,0 days 01:21:26.557000,63,760.8372222,0 days 00:00:45.207000,7792,71,1,0,FALSE,car,0.628923547,OnTrack,-4330.384638,-4641.094778,488.9847639,2065.243712,27
29615,07:13.0,0 days 01:21:26.717000,63,762.215,0 days 00:00:45.367000,7817,70,1,1,FALSE,car,0.629871629,OnTrack,-4350.055949,-4648.359314,489.3431855,2068.354823,27
29616,07:13.2,0 days 01:21:26.913000,63,763.0316667,0 days 00:00:45.563000,8273.68,69.51,1,15.21,FALSE,pos,0.631000988,OnTrack,-4379,-4649,490,2072.139256,27
29617,07:13.4,0 days 01:21:27.117000,63,763.8816667,0 days 00:00:45.767000,8749,69,1,30,FALSE,car,0.632207974,OnTrack,-4440.261024,-4648.37716,490.0289741,2076.049256,27
29618,07:13.5,0 days 01:21:27.193000,63,763.9238889,0 days 00:00:45.843000,8918.86,71.66,1,34.18,FALSE,pos,0.632685849,OnTrack,-4457,-4648,490,2077.562078,27
29619,07:13.6,0 days 01:21:27.317000,63,763.9927778,0 days 00:00:45.967000,9196,76,1,41,FALSE,car,0.633494657,OnTrack,-4468.108745,-4647.311164,489.992508,2080.179856,27
29620,07:13.7,0 days 01:21:27.413000,63,763.6461111,0 days 00:00:46.063000,9662.285714,78.4,1,44.08571429,FALSE,pos,0.634141037,OnTrack,-4478,-4645,490,2082.270523,27
29621,07:13.9,0 days 01:21:27.597000,63,762.9816667,0 days 00:00:46.247000,10556,83,1,50,FALSE,car,0.635461927,OnTrack,-4529.688524,-4632.893361,490.0061583,2086.512745,27
29622,07:14.1,0 days 01:21:27.753000,63,761.3349992,0 days 00:00:46.403000,11245.29356,90.428575,1,57.03759737,FALSE,pos,0.636718979,OnTrack,-4581,-4621,490,2090.431317,27
29623,07:14.3,0 days 01:21:27.996000,63,758.77,0 days 00:00:46.646000,12319,102,1,68,FALSE,car,0.63890702,OnTrack,-4633.686688,-4609.332283,489.9669419,2097.316317,27
29624,07:14.5,0 days 01:21:28.173000,63,755.7216634,0 days 00:00:46.823000,11744.63438,110.8500096,1,72.4250048,FALSE,pos,0.640649499,OnTrack,-4670,-4603,490,2102.766442,27
29625,07:14.6,0 days 01:21:28.333000,63,752.9661078,0 days 00:00:46.983000,11225.43438,118.8500096,1,76.4250048,FALSE,pos,0.642339231,OnTrack,-4720,-4599,490,2108.048665,27
29626,07:14.7,0 days 01:21:28.396000,63,751.8811111,0 days 00:00:47.046000,11021,122,2,78,FALSE,car,0.64303795,OnTrack,-4756.602649,-4600.792044,489.8171371,2110.183665,27
29627,07:14.9,0 days 01:21:28.573000,63,747.8986068,0 days 00:00:47.223000,10836.4773,131.7350106,2,87.73501056,FALSE,pos,0.64510223,OnTrack,-4884,-4613,489,2116.660636,27
29628,07:15.1,0 days 01:21:28.796000,63,742.8811111,0 days 00:00:47.446000,10604,144,2,100,FALSE,car,0.6479138,OnTrack,-4958.160626,-4623.392037,488.7997213,2125.580636,27
29629,07:15.3,0 days 01:21:29.014000,63,737.3099967,0 days 00:00:47.664000,11371.08795,156.9437576,2,100,FALSE,pos,0.65088393,OnTrack,-5009,-4633,489,2135.084453,27
29630,07:15.4,0 days 01:21:29.116000,63,734.7033333,0 days 00:00:47.766000,11730,163,3,100,FALSE,car,0.652329154,OnTrack,-5052.735934,-4639.442088,489.0235841,2139.702786,27
29631,07:15.5,0 days 01:21:29.194000,63,732.6016632,0 days 00:00:47.844000,11697.33745,167.3875072,3,100,FALSE,pos,0.653453019,OnTrack,-5090,-4645,489,2143.329515,27
29632,07:15.6,0 days 01:21:29.276000,63,730.3922222,0 days 00:00:47.926000,11663,172,3,100,FALSE,car,0.654658727,OnTrack,-5129.151415,-4651.234094,488.9442174,2147.247293,27
29633,07:15.6,0 days 01:21:29.314000,63,729.3683299,0 days 00:00:47.964000,11544.40793,173.7416725,3,100,FALSE,pos,0.65522835,OnTrack,-5147,-4654,489,2149.081233,27
29634,07:15.8,0 days 01:21:29.494000,63,724.5183299,0 days 00:00:48.144000,10982.65793,181.9916725,3,100,FALSE,pos,0.658023217,OnTrack,-5235,-4666,490,2158.180817,27
29635,07:15.8,0 days 01:21:29.516000,63,723.9255556,0 days 00:00:48.166000,10914,183,4,100,FALSE,car,0.658376563,OnTrack,-5248.496274,-4667.756202,490.0634384,2159.29915,27
29636,07:16.0,0 days 01:21:29.716000,63,718.3144444,0 days 00:00:48.366000,11348,196,4,100,FALSE,car,0.661694851,OnTrack,-5401.608962,-4687.445136,489.5781208,2170.188039,27
29637,07:16.1,0 days 01:21:29.814000,63,715.5922187,0 days 00:00:48.464000,11468.45849,199.2666709,4,100,FALSE,pos,0.66336572,OnTrack,-5469,-4696,489,2175.61252,27
29638,07:16.3,0 days 01:21:29.956000,63,711.6477778,0 days 00:00:48.606000,11643,204,4,100,FALSE,car,0.665839324,OnTrack,-5540.383869,-4704.896907,487.9901037,2183.659187,27
29639,07:16.6,0 days 01:21:30.273000,63,702.7541613,0 days 00:00:48.923000,10908.94643,214.8968816,4,100,FALSE,pos,0.671607609,OnTrack,-5664,-4720,489,2202.582051,27
29640,07:16.6,0 days 01:21:30.276000,63,702.67,0 days 00:00:48.926000,10902,215,5,100,FALSE,car,0.671663257,OnTrack,-5665.717212,-4720.2159,489.0720995,2202.761218,27
29641,07:16.6,0 days 01:21:30.313000,63,701.5086051,0 days 00:00:48.963000,10981.55041,216.3875072,5,100,FALSE,pos,0.67235088,OnTrack,-5688,-4723,490,2204.985201,27
29642,07:16.7,0 days 01:21:30.436000,63,697.6477778,0 days 00:00:49.086000,11246,221,5,100,FALSE,car,0.674656487,OnTrack,-5779.961329,-4733.431842,491.3770527,2212.536034,27
29643,07:17.0,0 days 01:21:30.653000,63,689.8719376,0 days 00:00:49.303000,11521.99712,225.7468792,5,100,FALSE,pos,0.678819297,OnTrack,-5959,-4752,490,2226.143554,27
29644,07:17.1,0 days 01:21:30.756000,63,686.1811111,0 days 00:00:49.406000,11653,228,5,100,FALSE,car,0.680832565,OnTrack,-6017.870972,-4758.170954,489.7446266,2232.666888,27
29645,07:17.3,0 days 01:21:30.956000,63,678.3477778,0 days 00:00:49.606000,11877,235,5,100,FALSE,car,0.684811124,OnTrack,-6100.615483,-4766.487643,489.9464714,2245.722443,27
29646,07:17.3,0 days 01:21:31.033000,63,675.1822143,0 days 00:00:49.683000,11924.16262,236.4437536,5,100,FALSE,pos,0.686377466,OnTrack,-6143,-4770,490,2250.779712,27
29647,07:17.4,0 days 01:21:31.116000,63,671.77,0 days 00:00:49.766000,11975,238,5,100,TRUE,car,0.688034603,OnTrack,-6198.053924,-4774.187299,490.0075299,2256.266935,27
29648,07:17.5,0 days 01:21:31.193000,63,669.0536043,0 days 00:00:49.843000,11707.66496,231.2624832,5,75.93744,TRUE,pos,0.689488642,OnTrack,-6252,-4778,490,2261.213382,27
29649,07:17.7,0 days 01:21:31.436000,63,660.4811111,0 days 00:00:50.086000,10864,210,5,0,TRUE,car,0.693723096,OnTrack,-6405.860884,-4787.199026,490.0301383,2275.388382,27
29650,07:17.8,0 days 01:21:31.493000,63,658.5811047,0 days 00:00:50.143000,11072.7632,206.7937392,5,0,TRUE,pos,0.694704688,OnTrack,-6438,-4789,490,2278.662616,27
29651,07:17.9,0 days 01:21:31.596000,63,655.1477778,0 days 00:00:50.246000,11450,201,5,0,TRUE,car,0.696445446,OnTrack,-6492.088203,-4792.046982,489.8845263,2284.41345,27
29652,07:18.0,0 days 01:21:31.733000,63,651.2661057,0 days 00:00:50.383000,11019.02023,191.2958197,5,0,TRUE,pos,0.698599258,OnTrack,-6568,-4801,490,2291.693318,27
29653,07:18.1,0 days 01:21:31.836000,63,648.3477778,0 days 00:00:50.486000,10695,184,4,0,TRUE,car,0.700183598,OnTrack,-6639.13392,-4816.400374,490.650278,2296.957763,27
29654,07:18.2,0 days 01:21:31.913000,63,646.2516614,0 days 00:00:50.563000,10576.13095,184,4,0,TRUE,pos,0.701388004,OnTrack,-6689,-4830,491,2300.893318,27
29655,07:18.3,0 days 01:21:31.996000,63,643.9922222,0 days 00:00:50.646000,10448,184,4,0,TRUE,car,0.702675699,OnTrack,-6731.076812,-4844.537219,490.9033859,2305.135541,27
29656,07:18.5,0 days 01:21:32.236000,63,638.3922222,0 days 00:00:50.886000,10168,173,4,3,FALSE,car,0.706190375,OnTrack,-6797.316323,-4889.450307,488.5420785,2316.668874,27
29657,07:18.7,0 days 01:21:32.353000,63,636.0522212,0 days 00:00:51.003000,9950.714188,170.0931664,4,10.9937924,FALSE,pos,0.707865158,OnTrack,-6832,-4922,488,2322.196902,27
29658,07:18.7,0 days 01:21:32.397000,63,635.1722222,0 days 00:00:51.047000,9869,169,4,14,FALSE,car,0.708493622,OnTrack,-6847.302203,-4936.568585,487.9984647,2324.262457,27
29659,07:18.7,0 days 01:21:32.433000,63,634.6122222,0 days 00:00:51.083000,9887.675,169,4,18.725,FALSE,pos,0.709007701,OnTrack,-6860,-4949,488,2325.952457,27
29660,07:19.0,0 days 01:21:32.717000,63,630.1944444,0 days 00:00:51.367000,10035,169,4,56,FALSE,car,0.713071504,OnTrack,-6948.39607,-5053.328054,486.3059429,2339.28468,27
29661,07:19.1,0 days 01:21:32.753000,63,629.6644444,0 days 00:00:51.403000,10122.3,169.45,4,60.5,FALSE,pos,0.713590666,OnTrack,-6959,-5068,486,2340.97918,27
29662,07:19.2,0 days 01:21:32.877000,63,627.8388889,0 days 00:00:51.527000,10423,171,4,76,FALSE,car,0.715387533,OnTrack,-6995.274746,-5121.604704,484.8998389,2346.86918,27
29663,07:19.3,0 days 01:21:32.993000,63,626.3888889,0 days 00:00:51.643000,10584.24,173.32,4,80.06,FALSE,pos,0.717081831,OnTrack,-7027,-5174,484,2352.453935,27
29664,07:19.4,0 days 01:21:33.077000,63,625.3388889,0 days 00:00:51.727000,10701,175,4,83,FALSE,car,0.71835029,OnTrack,-7047.587261,-5212.133505,483.5365925,2356.537268,27
29665,07:19.6,0 days 01:21:33.313000,63,622.7822222,0 days 00:00:51.963000,11186.40909,187.3363636,4,92.11818182,FALSE,pos,0.722215696,OnTrack,-7094,-5311,483,2368.818208,27
29666,07:19.8,0 days 01:21:33.517000,63,620.5722222,0 days 00:00:52.167000,11606,198,4,100,FALSE,car,0.725725014,OnTrack,-7123.456162,-5386.262525,483.0822398,2380.038208,27
29667,07:19.9,0 days 01:21:33.553000,63,620.2222222,0 days 00:00:52.203000,11619.8,199.05,4,100,FALSE,pos,0.726344371,OnTrack,-7131,-5413,483,2382.028708,27
29668,07:20.1,0 days 01:21:33.753000,63,618.2777778,0 days 00:00:52.403000,11696.46667,204.8833333,4,100,FALSE,pos,0.729818654,OnTrack,-7183,-5623,482,2393.411115,27
29669,07:20.1,0 days 01:21:33.757000,63,618.2388889,0 days 00:00:52.407000,11698,205,4,100,FALSE,car,0.729889803,OnTrack,-7183.709457,-5626.070344,481.9867418,2393.638893,27
29670,07:20.3,0 days 01:21:34.033000,63,615.7855556,0 days 00:00:52.683000,10968.57143,216.8285714,4,100,FALSE,pos,0.734958342,OnTrack,-7197,-5713,482,2410.262417,27
29671,07:20.3,0 days 01:21:34.037000,63,615.75,0 days 00:00:52.687000,10958,217,5,100,FALSE,car,0.735033149,OnTrack,-7197.174928,-5714.644551,482.0020546,2410.503528,27
29672,07:20.5,0 days 01:21:34.237000,63,614.0833333,0 days 00:00:52.887000,11183,223,5,100,FALSE,car,0.738808547,OnTrack,-7211.035956,-5836.41125,482.0026212,2422.892417,27
29673,07:20.6,0 days 01:21:34.253000,63,613.9766666,0 days 00:00:52.903000,11206.82447,223.3009406,5,99.79937292,FALSE,pos,0.739114164,OnTrack,-7212,-5847,482,2423.884865,27
29674,07:20.9,0 days 01:21:34.556000,63,611.9566667,0 days 00:00:53.206000,11658,229,5,96,FALSE,car,0.744992328,OnTrack,-7219.791935,-6036.974738,481.9864728,2443.159032,27
29675,07:20.9,0 days 01:21:34.593000,63,611.8436105,0 days 00:00:53.243000,11553.72673,229.3363654,5,93.89771636,FALSE,pos,0.745717311,OnTrack,-7220,-6059,482,2445.5161,27
29676,07:21.1,0 days 01:21:34.793000,63,611.2324994,0 days 00:00:53.443000,10990.09037,231.1545472,5,82.53408,FALSE,pos,0.749656608,OnTrack,-7212,-6184,482,2458.35802,27
29677,07:21.3,0 days 01:21:34.996000,63,610.6122222,0 days 00:00:53.646000,10418,233,6,71,FALSE,car,0.753670665,OnTrack,-7153.665978,-6357.50547,481.1671944,2471.496631,27
29678,07:21.3,0 days 01:21:35.033000,63,610.5505552,0 days 00:00:53.683000,10465.17524,233.185001,6,71.55500288,FALSE,pos,0.754402461,OnTrack,-7142,-6381,481,2473.893254,27
29679,07:21.5,0 days 01:21:35.196000,63,610.2788889,0 days 00:00:53.846000,10673,234,6,74,FALSE,car,0.757632294,OnTrack,-7095.99354,-6429.656551,480.3672071,2484.488254,27
29680,07:21.7,0 days 01:21:35.373000,63,610.2297222,0 days 00:00:54.023000,10625.4312,235.6593768,6,88.3812656,FALSE,pos,0.761170727,OnTrack,-7034,-6497,480,2496.07484,27
29681,07:21.8,0 days 01:21:35.516000,63,610.19,0 days 00:00:54.166000,10587,237,6,100,FALSE,car,0.764052164,OnTrack,-6960.382784,-6648.060573,480.0122559,2505.489007,27
29682,07:21.9,0 days 01:21:35.554000,63,610.1794444,0 days 00:00:54.204000,10643.52519,237.7125024,6,98.3374944,FALSE,pos,0.764820932,OnTrack,-6943,-6688,480,2507.998195,27
29683,07:22.0,0 days 01:21:35.676000,63,610.1455556,0 days 00:00:54.326000,10825,240,6,93,FALSE,car,0.767302731,OnTrack,-6901.622048,-6794.394137,479.8273425,2516.131528,27
29684,07:22.2,0 days 01:21:35.916000,63,610.1455556,0 days 00:00:54.566000,10937,245,6,98,FALSE,car,0.772280162,OnTrack,-6869.36517,-6926.844623,479.1352633,2532.464861,27
29685,07:22.3,0 days 01:21:35.994000,63,610.1672223,0 days 00:00:54.644000,10954.16003,246.1700019,6,98.78000128,FALSE,pos,0.773916726,OnTrack,-6861,-6964,479,2537.798545,27
29686,07:22.4,0 days 01:21:36.116000,63,610.2011111,0 days 00:00:54.766000,10981,248,6,100,FALSE,car,0.776478811,OnTrack,-6847.703338,-7019.413779,478.9133223,2546.202989,27
29687,07:22.7,0 days 01:21:36.354000,63,611.3250006,0 days 00:00:55.004000,10629.20606,240.562496,6,25.62496,FALSE,pos,0.781375964,OnTrack,-6822,-7126,479,2562.106843,27
29688,07:22.7,0 days 01:21:36.436000,63,611.7122222,0 days 00:00:55.086000,10508,238,6,0,TRUE,car,0.782925769,OnTrack,-6813.676459,-7165.986297,479.0226869,2567.527954,27
29689,07:23.6,0 days 01:21:37.253000,63,637.130006,0 days 00:00:55.903000,10599.06148,167.3635251,6,0,TRUE,pos,0.793814376,OnTrack,-6753,-7606,479,2605.510176,27
29690,07:23.7,0 days 01:21:37.396000,63,641.5788889,0 days 00:00:56.046000,10615,155,3,0,TRUE,car,0.795521717,OnTrack,-6748.851369,-7669.311313,478.9998317,2611.667121,27
29691,07:23.7,0 days 01:21:37.433000,63,642.8738956,0 days 00:00:56.083000,10676.97532,153.9824947,3,0,TRUE,pos,0.795970706,OnTrack,-6748,-7685,479,2613.249719,27
29692,07:24.0,0 days 01:21:37.693000,63,651.9738956,0 days 00:00:56.343000,11112.47532,146.8324947,3,0,TRUE,pos,0.799177639,OnTrack,-6745,-7790,479,2623.854288,27
29693,07:24.1,0 days 01:21:37.796000,63,655.5788889,0 days 00:00:56.446000,11285,144,3,0,FALSE,car,0.800397568,OnTrack,-6746.735194,-7830.577886,478.9999878,2627.974288,27
29694,07:24.2,0 days 01:21:37.913000,63,659.8363959,0 days 00:00:56.563000,11296.21252,138.1499904,3,4.3875072,FALSE,pos,0.80172398,OnTrack,-6752,-7874,479,2632.464162,27
29695,07:24.3,0 days 01:21:38.036000,63,664.3122222,0 days 00:00:56.686000,11308,132,2,9,FALSE,car,0.803079286,OnTrack,-6762.634851,-7913.680467,478.9999467,2636.974162,27
29696,07:24.4,0 days 01:21:38.113000,63,666.8147285,0 days 00:00:56.763000,11153.99962,131.2781232,2,6.8343696,FALSE,pos,0.803923158,OnTrack,-6773,-7936,479,2639.782056,27
29697,07:24.6,0 days 01:21:38.273000,63,672.0147285,0 days 00:00:56.923000,10833.99962,129.7781232,2,2.3343696,FALSE,pos,0.805667827,OnTrack,-6805,-7977,479,2645.549972,27
29698,07:24.7,0 days 01:21:38.356000,63,674.7122222,0 days 00:00:57.006000,10668,129,2,0,TRUE,car,0.806573646,OnTrack,-6826.14787,-7994.968935,478.9988165,2648.524139,27
29699,07:24.9,0 days 01:21:38.556000,63,680.7122222,0 days 00:00:57.206000,10867,128,2,12,FALSE,car,0.80874069,OnTrack,-6878.709806,-8048.523162,478.9978079,2655.63525,27
29700,07:24.9,0 days 01:21:38.593000,63,681.7708388,0 days 00:00:57.243000,10848.4999,126.6124928,2,15.9312704,FALSE,pos,0.809127407,OnTrack,-6885,-8067,479,2656.936545,27
29701,07:25.0,0 days 01:21:38.716000,63,685.29,0 days 00:00:57.366000,10787,122,2,29,FALSE,car,0.810393062,OnTrack,-6897.042266,-8146.873038,479.0079365,2661.104878,27
29702,07:25.1,0 days 01:21:38.753000,63,686.1533372,0 days 00:00:57.403000,10776.59782,122.3950196,2,31.37011744,FALSE,pos,0.810779103,OnTrack,-6899,-8169,479,2662.362827,27
29703,07:25.3,0 days 01:21:38.997000,63,691.8466667,0 days 00:00:57.647000,10708,125,2,47,FALSE,car,0.8133664,OnTrack,-6899.135252,-8244.626229,478.7598222,2670.835049,27
29704,07:25.5,0 days 01:21:39.197000,63,695.8466667,0 days 00:00:57.847000,11441,124,2,68,FALSE,car,0.815465725,OnTrack,-6888.364367,-8279.406315,478.1627981,2677.723938,27
29705,07:25.5,0 days 01:21:39.233000,63,696.3166667,0 days 00:00:57.883000,11544.8,125.65,2,68.75,FALSE,pos,0.815861813,OnTrack,-6886,-8290,478,2678.980438,27
29706,07:25.7,0 days 01:21:39.413000,63,698.6666667,0 days 00:00:58.063000,12063.8,133.9,2,72.5,FALSE,pos,0.817929889,OnTrack,-6873,-8356,477,2685.675438,27
29707,07:25.7,0 days 01:21:39.437000,63,698.98,0 days 00:00:58.087000,12133,135,2,73,FALSE,car,0.818208391,OnTrack,-6871.383936,-8364.094229,476.8664442,2686.575438,27
29708,07:25.9,0 days 01:21:39.633000,63,700.5588889,0 days 00:00:58.283000,11707.68,138.92,2,83.78,FALSE,pos,0.820512696,OnTrack,-6852,-8439,476,2694.13886,27
29709,07:25.9,0 days 01:21:39.637000,63,700.5911111,0 days 00:00:58.287000,11699,139,2,84,FALSE,car,0.820561666,OnTrack,-6851.204632,-8441.499124,475.9916465,2694.293305,27
29710,07:26.1,0 days 01:21:39.793000,63,700.5911111,0 days 00:00:58.443000,11598.25,148.75,2,94.4,FALSE,pos,0.822552853,OnTrack,-6811,-8560,476,2700.739138,27
29711,07:26.2,0 days 01:21:39.877000,63,700.5911111,0 days 00:00:58.527000,11544,154,3,100,FALSE,car,0.823690337,OnTrack,-6793.904056,-8607.021902,476.2479287,2704.332472,27
29712,07:26.5,0 days 01:21:40.197000,63,696.7688889,0 days 00:00:58.847000,12386,174,3,100,FALSE,car,0.828403659,OnTrack,-6759.060611,-8679.741164,477.914222,2719.799138,27
29713,07:26.5,0 days 01:21:40.233000,63,696.0888889,0 days 00:00:58.883000,12238.01429,175.8,3,100,FALSE,pos,0.828960924,OnTrack,-6754,-8690,478,2721.557138,27
29714,07:26.8,0 days 01:21:40.473000,63,691.5555556,0 days 00:00:59.123000,11251.44286,187.8,3,100,FALSE,pos,0.832794027,OnTrack,-6697,-8797,478,2734.077138,27
29715,07:26.8,0 days 01:21:40.477000,63,691.48,0 days 00:00:59.127000,11235,188,4,100,FALSE,car,0.832859645,OnTrack,-6695.295147,-8799.696476,477.999074,2734.286027,27
29716,07:27.0,0 days 01:21:40.653000,63,687.08,0 days 00:00:59.303000,11573.8,196.0666667,4,100,FALSE,pos,0.835803473,OnTrack,-6604,-8934,478,2743.871509,27
29717,07:27.0,0 days 01:21:40.717000,63,685.48,0 days 00:00:59.367000,11697,199,4,100,FALSE,car,0.836902538,OnTrack,-6578.395884,-8969.811563,477.9775681,2747.409286,27
29718,07:27.4,0 days 01:21:41.053000,63,675.0266667,0 days 00:00:59.703000,11976.72,205.72,4,46.24,FALSE,pos,0.842829884,OnTrack,-6502,-9054,478,2766.60982,27
29719,07:27.4,0 days 01:21:41.117000,63,673.0355556,0 days 00:00:59.767000,12030,207,4,36,TRUE,car,0.843911573,OnTrack,-6480.388911,-9073.989241,478.1954666,2770.28982,27
29720,07:27.7,0 days 01:21:41.353000,63,666.8733296,0 days 00:01:00.003000,11105.97437,189.2445034,4,9.36675513,TRUE,pos,0.847649951,OnTrack,-6379,-9159,479,2782.695848,27
29721,07:27.7,0 days 01:21:41.393000,63,665.8288846,0 days 00:01:00.043000,10949.35985,186.2350972,4,4.85264583,TRUE,pos,0.848237753,OnTrack,-6361,-9171,479,2784.765127,27
29722,07:27.7,0 days 01:21:41.436000,63,664.7061111,0 days 00:01:00.086000,10781,183,4,0,TRUE,car,0.848853197,OnTrack,-6339.828217,-9184.260651,478.9886312,2786.95096,27
29723,07:28.0,0 days 01:21:41.693000,63,659.7088852,0 days 00:01:00.343000,10546.94625,157.2999808,4,0,TRUE,pos,0.852234291,OnTrack,-6200,-9262,479,2798.180431,27
29724,07:28.0,0 days 01:21:41.716000,63,659.2616667,0 days 00:01:00.366000,10526,155,3,0,TRUE,car,0.852527015,OnTrack,-6191.316531,-9266.678398,479.0379805,2799.170709,27
29725,07:28.2,0 days 01:21:41.876000,63,656.4616667,0 days 00:01:00.526000,11420,146,2,0,TRUE,car,0.854504444,OnTrack,-6153.772604,-9286.610349,479.5059509,2805.659598,27
29726,07:28.3,0 days 01:21:41.994000,63,655.4783323,0 days 00:01:00.644000,11353.03493,134.7899878,2,0,TRUE,pos,0.855740562,OnTrack,-6132,-9298,480,2810.077714,27
29727,07:28.6,0 days 01:21:42.276000,63,653.1283333,0 days 00:01:00.926000,11193,108,2,0,TRUE,car,0.858161332,OnTrack,-6059.737145,-9338.037249,481.4861405,2818.537714,27
29728,07:28.7,0 days 01:21:42.374000,63,652.4477769,0 days 00:01:01.024000,11012.67976,105.0599962,2,0,TRUE,pos,0.859017496,OnTrack,-6030,-9360,482,2821.397681,27
29729,07:28.8,0 days 01:21:42.476000,63,651.7394444,0 days 00:01:01.126000,10825,102,1,0,TRUE,car,0.859888196,OnTrack,-5997.160553,-9388.466267,482.5009462,2824.287681,27
29730,07:28.9,0 days 01:21:42.594000,63,651.2477772,0 days 00:01:01.244000,10129.53675,94.624992,1,0,TRUE,pos,0.860818449,OnTrack,-5964,-9422,483,2827.389278,27
29731,07:28.9,0 days 01:21:42.636000,63,651.0727778,0 days 00:01:01.286000,9882,92,1,0,TRUE,car,0.861134246,OnTrack,-5955.578725,-9432.166659,483.1457924,2828.462611,27
